month-year,net sales/income from operations,other operating income,total income from operations,consumption of raw materials,purchase of traded goods,increase/decrease in stocks,power fuel,employees cost,depreciation,excise duty,admin. and selling expenses,r d expenses,provisions and contingencies,exp. capitalised,other expenses,p/l before other inc. int.excpt. items tax,other income,p/l before int.excpt. items tax,interest,p/l before exceptional items tax,exceptional items,p/l before tax,tax,p/l after tax from ordinary activities,prior year adjustments,extra ordinary items,net profit/(loss) for the period,equity share capital,reserves excluding revaluation reserves,equity dividend rate (%),basic eps,diluted eps,basic eps.,diluted eps.,no of shares (crores),share holding (%),- number of shares (crores),- per. of shares (as a % of the total sh. of prom. and promoter group),- per. of shares (as a % of the total share cap. of the company),- number of shares (crores).,- per. of shares (as a % of the total sh. of prom. and promoter group).,- per. of shares (as a % of the total share cap. of the company).,stock_name
Mar '17,809.65,--,809.65,--,755.40,--,--,13.44,0.05,--,--,--,--,--,15.79,24.97,798.65,823.62,818.74,4.88,--,4.88,1.03,3.85,--,--,3.85,"1,099.81","1,021.18",--,0.04,0.04,0.04,0.04,--,--,--,--,--,--,--,--,ADANI TRANS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADANI TRANS
Mar '21,"5,181.14",--,"5,181.14",419.23,"1,508.83",609.56,--,823.91,945.00,--,--,--,--,--,"1,225.30",-350.69,72.64,-278.05,498.39,-776.44,--,-776.44,-126.80,-649.64,--,--,-649.64,915.05,"1,721.87",--,-7.95,-7.95,-7.95,-7.95,--,--,--,--,--,--,--,--,ADITYA BIRLA F
Mar '20,"8,742.53",--,"8,742.53",783.03,"3,781.52",-358.79,--,"1,058.40",876.82,--,--,--,--,--,"2,253.00",348.55,65.09,413.64,422.73,-9.09,--,-9.09,136.10,-145.19,--,--,-145.19,773.95,267.75,--,-1.88,-1.87,-1.88,-1.87,--,--,--,--,--,--,--,--,ADITYA BIRLA F
Mar '19,"8,117.72",--,"8,117.72",604.21,"3,549.26",-228.50,--,913.02,282.33,--,--,--,--,--,"2,725.66",271.74,64.78,336.52,187.42,149.10,--,149.10,-172.12,321.22,--,--,321.22,773.48,627.68,--,4.15,4.15,4.15,4.15,--,--,--,--,--,--,--,--,ADITYA BIRLA F
Mar '18,"7,172.07",--,"7,172.07",664.16,"2,971.99",-246.07,--,772.33,280.52,--,--,--,--,--,"2,541.38",187.76,32.81,220.57,171.60,48.97,--,48.97,-68.82,117.79,--,--,117.79,771.69,319.56,--,1.52,1.52,1.52,1.52,--,--,--,--,--,--,--,--,ADITYA BIRLA F
Mar '17,"6,602.86",--,"6,602.86",606.87,"2,399.19",2.61,--,705.80,242.47,--,--,--,--,--,"2,450.90",195.02,38.15,233.17,179.67,53.50,--,53.50,--,53.50,--,--,53.50,770.53,184.89,--,0.69,0.69,0.69,0.69,--,--,--,--,--,--,--,--,ADITYA BIRLA F
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADITYA BIRLA F
Mar '21,283.47,--,283.47,95.03,--,1.27,--,34.23,8.93,--,--,--,--,--,52.31,91.69,6.82,98.51,0.08,98.43,--,98.43,27.42,71.01,--,--,71.01,22.35,410.48,45.00,6.36,6.35,6.36,6.35,--,--,--,--,--,--,--,--,ADVANCED ENZYME
Mar '20,247.35,--,247.35,94.44,--,-5.68,--,32.61,8.81,--,--,--,--,--,49.22,67.95,9.00,76.95,1.10,75.85,--,75.85,17.90,57.96,--,--,57.96,22.34,344.54,30.00,5.19,5.18,5.19,5.18,--,--,--,--,--,--,--,--,ADVANCED ENZYME
Mar '19,222.09,--,222.09,80.43,--,5.40,--,35.07,8.56,--,--,--,--,--,48.80,43.82,5.61,49.43,2.23,47.20,--,47.20,11.97,35.23,--,--,35.23,22.33,293.62,30.00,3.16,3.15,3.16,3.15,--,--,--,--,--,--,--,--,ADVANCED ENZYME
Mar '18,212.06,--,212.06,84.70,--,0.81,--,32.48,7.81,--,--,--,--,--,44.40,41.85,5.05,46.90,3.06,43.84,--,43.84,7.95,35.89,--,--,35.89,22.33,266.57,25.00,3.22,3.21,3.22,3.21,--,--,--,--,--,--,--,--,ADVANCED ENZYME
Mar '17,173.80,--,173.80,63.65,--,-3.09,--,28.06,8.37,--,--,--,--,--,38.09,38.73,6.12,44.85,2.75,42.10,--,42.10,8.57,33.53,--,--,33.53,22.33,232.90,20.00,15.15,15.14,15.15,15.14,--,--,--,--,--,--,--,--,ADVANCED ENZYME
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED ENZYME
Mar '21,704.90,--,704.90,--,335.89,-14.62,--,33.03,39.53,--,--,--,--,--,196.15,114.92,82.46,197.38,15.48,181.90,--,181.90,25.93,155.97,--,--,155.97,35.10,"1,184.54",200.00,4.53,4.44,4.53,4.44,--,--,--,--,--,--,--,--,AEGIS LOGISTICS
Mar '20,859.72,--,859.72,--,497.21,1.91,--,38.32,37.97,--,--,--,--,--,324.74,-40.43,66.54,26.11,22.69,3.42,--,3.42,-21.27,24.69,--,--,24.69,33.97,971.28,170.00,0.73,0.70,0.73,0.70,--,--,--,--,--,--,--,--,AEGIS LOGISTICS
Mar '19,707.06,--,707.06,--,406.93,-8.99,--,41.80,25.16,--,--,--,--,--,114.16,128.00,20.30,148.30,21.35,126.95,--,126.95,38.33,88.62,--,--,88.62,33.40,776.85,140.00,2.65,2.65,2.65,2.65,--,--,--,--,--,--,--,--,AEGIS LOGISTICS
Mar '18,501.76,--,501.76,--,265.93,-1.80,--,38.93,17.84,--,--,--,--,--,91.96,88.90,27.68,116.58,7.43,109.15,--,109.15,8.23,100.92,--,--,100.92,33.40,735.33,125.00,3.02,3.02,3.02,3.02,--,--,--,--,--,--,--,--,AEGIS LOGISTICS
Mar '17,391.11,--,391.11,--,179.97,-9.73,--,38.80,11.39,--,--,--,--,--,81.89,88.79,16.64,105.43,7.54,97.89,--,97.89,34.98,62.91,--,--,62.91,33.40,665.49,105.00,1.88,1.88,1.88,1.88,--,--,--,--,--,--,--,--,AEGIS LOGISTICS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AEGIS LOGISTICS
Mar '21,"2,410.32",62.68,"2,472.99","1,080.78",33.08,-12.43,--,98.06,90.97,--,--,--,--,--,675.34,507.19,144.81,652.00,3.99,648.01,--,648.01,163.11,484.90,--,--,484.90,18.86,"4,075.56",450.00,51.41,51.41,51.41,51.41,--,--,--,--,--,--,--,--,AIA ENGINEERING
Mar '20,"2,498.06",89.56,"2,587.62","1,029.43",102.03,44.55,--,99.53,95.51,--,--,--,--,--,739.44,477.12,485.48,962.61,5.20,957.41,--,957.41,124.88,832.53,--,--,832.53,18.86,"3,593.39","1,350.00",88.27,88.27,88.27,88.27,--,--,--,--,--,--,--,--,AIA ENGINEERING
Mar '19,"2,737.17",100.42,"2,837.59","1,240.91",239.08,-88.47,--,90.89,77.70,--,--,--,--,--,784.59,492.89,116.22,609.10,7.19,601.91,--,601.91,187.09,414.82,--,--,414.82,18.86,"3,157.18",450.00,43.98,43.98,43.98,43.98,--,--,--,--,--,--,--,--,AIA ENGINEERING
Mar '18,"2,080.30",70.09,"2,150.39",834.89,220.17,-54.71,--,82.05,64.39,--,--,--,--,--,602.62,400.98,216.98,617.96,6.57,611.40,--,611.40,141.49,469.91,--,--,469.91,18.86,"2,741.41",400.00,49.82,49.82,49.82,49.82,--,--,--,--,--,--,--,--,AIA ENGINEERING
Mar '17,"2,007.01",58.75,"2,065.75",700.74,191.39,-52.82,--,77.34,71.29,--,--,--,--,--,591.26,486.56,138.97,625.53,4.46,621.06,--,621.06,203.75,417.31,--,--,417.31,18.86,"2,403.22",400.00,44.24,44.24,44.24,44.24,--,--,--,--,--,--,--,--,AIA ENGINEERING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIA ENGINEERING
Mar '21,"2,718.59",--,"2,718.59",704.09,100.59,-74.60,--,498.11,111.49,--,--,--,--,--,573.49,805.42,103.57,908.99,6.90,902.09,--,902.09,226.45,675.64,--,--,675.64,17.39,"2,867.59",475.00,77.59,77.59,77.59,77.59,--,--,--,--,--,--,--,--,AJANTA PHARMA
Mar '20,"2,196.42",--,"2,196.42",556.22,98.73,9.02,--,437.82,91.29,--,--,--,--,--,561.85,441.49,184.20,625.69,9.10,616.59,-3.92,612.67,171.54,441.13,--,--,441.13,17.54,"2,443.29",650.00,50.55,50.55,50.55,50.55,--,--,--,--,--,--,--,--,AJANTA PHARMA
Mar '19,"1,772.62",--,"1,772.62",388.71,70.79,-67.38,--,389.37,69.90,--,--,--,--,--,509.92,411.31,102.15,513.46,0.41,513.05,--,513.05,121.29,391.76,--,--,391.76,17.54,"2,123.44",450.00,44.51,44.51,44.51,44.51,--,--,--,--,--,--,--,--,AJANTA PHARMA
Mar '18,"1,830.45",--,"1,830.45",375.43,73.01,-49.15,--,342.89,57.14,--,--,--,--,--,541.46,489.67,73.01,562.68,0.24,562.44,--,562.44,134.92,427.52,--,--,427.52,17.69,"1,913.81",--,48.59,48.58,48.59,48.58,--,--,--,--,--,--,--,--,AJANTA PHARMA
Mar '17,"1,753.68",69.03,"1,822.71",373.31,59.23,7.29,--,269.78,59.48,--,--,--,--,--,477.09,576.53,66.95,643.48,2.83,640.65,--,640.65,140.84,499.81,--,--,499.81,17.69,"1,486.25",650.00,56.79,56.78,56.79,56.78,--,--,--,--,--,--,--,--,AJANTA PHARMA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AJANTA PHARMA
Mar '21,"2,421.35",--,"2,421.35","1,166.21",173.73,-17.19,--,251.09,75.54,--,--,--,--,--,506.79,265.19,23.25,288.43,10.25,278.18,--,278.18,70.57,207.61,--,--,207.61,45.54,"1,240.90",500.00,45.60,45.60,45.60,45.60,--,--,--,--,--,--,--,--,AKZO NOBEL
Mar '20,"2,661.81",--,"2,661.81","1,200.90",267.50,-25.88,--,255.08,79.01,--,--,--,--,--,585.09,300.11,37.62,337.73,9.34,328.39,-5.23,323.16,85.75,237.41,--,--,237.41,45.54,"1,190.50",140.00,52.13,52.13,52.13,52.13,--,--,--,--,--,--,--,--,AKZO NOBEL
Mar '19,"2,918.35",--,"2,918.35","1,499.00",206.53,-14.38,--,265.04,65.16,--,--,--,--,--,619.86,277.14,42.22,319.36,4.45,314.91,0.65,315.56,104.58,210.98,--,--,210.98,45.54,"1,088.80",240.00,45.96,45.96,45.96,45.96,--,--,--,--,--,--,--,--,AKZO NOBEL
Mar '18,"2,719.35",--,"2,719.35","1,320.84",180.80,24.45,--,276.32,58.22,--,--,--,--,--,617.80,240.92,43.79,284.71,3.50,281.21,2.00,283.21,77.50,205.71,--,194.86,400.57,46.66,"1,242.30",220.00,85.85,85.85,85.85,85.85,--,--,--,--,--,--,--,--,AKZO NOBEL
Mar '17,"2,800.41",24.47,"2,824.88","1,274.47",331.75,-23.65,--,258.38,56.51,--,--,--,--,--,635.05,292.37,49.31,341.68,3.19,338.49,3.87,342.36,95.36,247.00,--,--,247.00,46.66,961.00,220.00,52.90,52.90,52.90,52.90,--,--,--,--,--,--,--,--,AKZO NOBEL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKZO NOBEL
Mar '21,"5,051.44",--,"5,051.44","1,175.71",279.33,-157.13,--,948.27,152.60,--,--,--,--,--,"1,233.03","1,419.63",9.73,"1,429.36",12.77,"1,416.59",--,"1,416.59",241.20,"1,175.39",--,--,"1,175.39",39.31,"5,214.93",700.00,60.67,60.67,60.67,60.67,--,--,--,--,--,--,--,--,ALEMBIC PHARMA
Mar '20,"4,132.55",--,"4,132.55",978.13,244.26,-176.50,--,806.37,135.67,--,--,--,--,--,"1,077.39","1,067.23",134.75,"1,201.98",25.19,"1,176.79",-10.00,"1,166.79",197.39,969.40,--,--,969.40,37.70,"3,308.32",500.00,51.42,51.42,51.42,51.42,--,--,--,--,--,--,--,--,ALEMBIC PHARMA
Mar '19,"3,660.27",--,"3,660.27",850.05,230.45,-80.41,--,684.45,105.59,--,--,--,--,--,"1,097.06",773.08,6.42,779.50,14.87,764.63,--,764.63,153.42,611.21,--,--,611.21,37.70,"2,674.71",275.00,32.42,32.42,32.42,32.42,--,--,--,--,--,--,--,--,ALEMBIC PHARMA
Mar '18,"2,945.26",--,"2,945.26",725.75,203.16,-36.18,--,582.72,101.76,--,--,--,--,--,837.28,530.77,6.67,537.44,2.22,535.22,--,535.22,113.23,421.99,--,--,421.99,37.70,"2,156.93",200.00,22.38,22.38,22.38,22.38,--,--,--,--,--,--,--,--,ALEMBIC PHARMA
Mar '17,"2,953.16",3.29,"2,956.45",703.87,230.31,-47.90,--,527.46,82.90,--,--,--,--,--,909.43,550.38,2.42,552.80,3.09,549.71,--,549.71,119.08,430.63,--,--,430.63,37.70,"1,829.62",200.00,22.84,22.84,22.84,22.84,--,--,--,--,--,--,--,--,ALEMBIC PHARMA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALEMBIC PHARMA
Mar '21,"7,219.68",--,"7,219.68","2,046.52",919.79,-301.29,--,"1,158.72",198.93,--,--,--,--,--,"1,447.01","1,750.00",190.01,"1,940.01",42.93,"1,897.08",-12.78,"1,884.30",199.22,"1,685.08",--,--,"1,685.08",23.91,"7,601.84","1,500.00",140.93,140.93,140.93,140.93,--,--,--,--,--,--,--,--,ALKEM LAB
Mar '20,"6,677.08",--,"6,677.08","1,799.87",784.38,-33.69,--,"1,066.76",186.84,--,--,--,--,--,"1,592.11","1,280.81",95.98,"1,376.79",38.71,"1,338.08",--,"1,338.08",73.66,"1,264.42",--,--,"1,264.42",23.91,"6,256.53","1,250.00",105.75,105.75,105.75,105.75,--,--,--,--,--,--,--,--,ALKEM LAB
Mar '19,"5,714.09",--,"5,714.09","1,497.22",688.09,86.56,--,960.09,141.07,--,--,--,--,--,"1,436.42",904.64,67.58,972.22,28.26,943.96,--,943.96,144.12,799.84,--,--,799.84,23.91,"5,441.30",800.00,66.90,66.90,66.90,66.90,--,--,--,--,--,--,--,--,ALKEM LAB
Mar '18,"5,300.26",--,"5,300.26","1,327.69",838.95,-91.42,--,861.63,107.65,--,--,--,--,--,"1,370.76",885.00,81.66,966.66,32.37,934.29,--,934.29,218.45,715.84,--,--,715.84,23.91,"4,861.45",650.00,59.87,59.87,59.87,59.87,--,--,--,--,--,--,--,--,ALKEM LAB
Mar '17,"4,668.45",--,"4,668.45","1,232.26",775.04,-211.92,--,722.25,76.48,--,--,--,--,--,"1,272.83",801.51,116.60,918.11,23.68,894.43,--,894.43,11.27,883.16,--,--,883.16,23.91,"4,368.74",750.00,73.86,73.86,73.86,73.86,--,--,--,--,--,--,--,--,ALKEM LAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALKEM LAB
Mar '21,"1,242.44",--,"1,242.44",533.95,--,-10.82,--,92.71,29.06,--,--,--,--,--,197.46,400.07,6.95,407.02,6.33,400.69,--,400.69,105.35,295.34,--,--,295.34,10.21,779.43,500.00,144.68,144.30,144.68,144.30,--,--,--,--,--,--,--,--,ALKYL AMINES
Mar '20,992.88,--,992.88,476.22,--,8.28,--,69.64,26.91,--,--,--,--,--,181.72,230.11,7.01,237.12,10.25,226.87,32.84,259.71,44.43,215.28,--,--,215.28,10.20,524.51,400.00,105.55,105.27,105.55,105.27,--,--,--,--,--,--,--,--,ALKYL AMINES
Mar '19,846.40,--,846.40,481.36,--,-20.89,--,52.78,23.34,--,--,--,--,--,168.81,141.01,3.95,144.96,14.77,130.19,--,130.19,46.45,83.74,--,--,83.74,10.20,353.76,160.00,41.06,40.95,41.06,40.95,--,--,--,--,--,--,--,--,ALKYL AMINES
Mar '18,616.17,--,616.17,323.83,--,10.41,--,41.99,15.67,--,--,--,--,--,123.50,100.77,3.16,103.92,8.15,95.77,--,95.77,31.48,64.29,--,--,64.29,10.20,286.95,140.00,31.15,31.15,31.15,31.15,--,--,--,--,--,--,--,--,ALKYL AMINES
Mar '17,500.64,--,500.64,262.29,--,1.01,--,38.22,14.29,--,--,--,--,--,107.43,77.41,1.01,78.41,5.62,72.79,--,72.79,23.19,49.61,--,--,49.61,10.21,235.36,100.00,24.32,24.32,24.32,24.32,--,--,--,--,--,--,--,--,ALKYL AMINES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALKYL AMINES
Mar '21,"1,970.43",--,"1,970.43",--,--,--,--,127.74,102.47,--,--,--,--,--,"1,659.23",80.99,183.69,264.68,62.13,202.55,-3.50,199.05,7.70,191.35,--,--,191.35,49.14,"1,559.99",100.00,7.79,7.79,7.79,7.79,--,--,--,--,--,--,--,--,ALLCARGO
Mar '20,"1,619.31",--,"1,619.31",--,--,--,--,133.42,115.05,--,--,--,--,--,"1,311.28",59.56,116.09,175.65,63.25,112.40,153.64,266.04,46.29,219.75,--,--,219.75,49.14,"1,422.79",150.00,8.94,8.94,8.94,8.94,--,--,--,--,--,--,--,--,ALLCARGO
Mar '19,"1,507.77",--,"1,507.77",--,--,--,--,128.97,98.33,--,--,--,--,--,"1,184.91",95.56,159.15,254.71,31.06,223.65,-28.50,195.15,4.33,190.82,--,--,190.82,49.14,"1,291.82",175.00,7.77,7.77,7.77,7.77,--,--,--,--,--,--,--,--,ALLCARGO
Mar '18,"1,196.31",--,"1,196.31",--,--,--,--,97.65,101.68,--,--,--,--,--,940.18,56.80,51.10,107.90,22.88,85.02,-54.55,30.47,1.60,28.87,--,--,28.87,49.14,"1,267.77",100.00,1.18,1.18,1.18,1.18,--,--,--,--,--,--,--,--,ALLCARGO
Mar '17,"1,169.57",4.02,"1,173.59",--,--,--,--,95.23,98.37,--,--,--,4.99,--,840.51,134.49,26.42,160.91,23.73,137.18,--,137.18,30.86,106.32,--,--,106.32,49.14,"1,293.27",100.00,4.24,4.24,4.24,4.24,--,--,--,--,--,--,--,--,ALLCARGO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALLCARGO
Mar '21,"3,735.31",--,"3,735.31","2,477.55",--,-344.41,516.81,307.41,285.43,--,--,--,--,--,"1,232.24",-739.72,21.66,-718.06,472.72,"-1,190.78","-3,241.10","-4,431.88","1,423.11","-5,854.99",--,--,"-5,854.99",496.53,"-16,761.90",--,-15.68,-15.68,-15.68,-15.68,--,--,--,--,--,--,--,--,ALOK INDUSTRIES
Mar '20,"3,166.34",--,"3,166.34","2,066.87",--,-12.82,--,256.99,529.45,--,--,--,--,--,"1,142.57",-816.72,85.19,-731.53,98.57,-830.10,"2,052.55","1,222.45",-0.73,"1,223.18",--,--,"1,223.18",221.08,"-10,909.76",--,8.45,3.10,8.45,3.10,--,--,--,--,--,--,--,--,ALOK INDUSTRIES
Mar '19,"3,128.76",--,"3,128.76","2,105.77",--,45.51,--,252.95,533.17,--,--,--,28.82,--,892.83,-730.29,124.32,-605.97,"4,158.00","-4,763.97","7,045.19","2,281.22",-0.91,"2,282.13",--,--,"2,282.13","1,368.64","-14,290.82",--,16.67,16.67,16.67,16.67,--,--,--,--,--,--,--,--,ALOK INDUSTRIES
Mar '18,"5,333.62",--,"5,333.62","5,187.42",--,-26.22,--,275.68,527.81,--,--,--,"12,146.71",--,980.08,"-13,757.86",236.31,"-13,521.55","4,682.87","-18,204.42",--,"-18,204.42",11.19,"-18,215.61",--,--,"-18,215.61","1,368.63","-16,567.72",--,-134.14,-134.14,-134.14,-134.14,--,--,--,--,--,--,--,--,ALOK INDUSTRIES
Mar '17,"8,326.06",--,"8,326.06","7,458.70",--,93.55,--,283.26,512.62,--,--,--,"1,174.84",--,"1,321.23","-2,518.14",165.69,"-2,352.45","3,273.52","-5,625.97",--,"-5,625.97","-2,123.54","-3,502.43",--,--,"-3,502.43","1,357.87","1,637.87",--,-25.80,-25.80,-25.80,-25.80,--,--,--,--,--,--,--,--,ALOK INDUSTRIES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALOK INDUSTRIES
Mar '21,"7,149.68",--,"7,149.68","4,382.54",429.99,-67.85,--,426.04,319.16,--,--,--,--,--,863.30,796.50,87.36,883.86,10.53,873.33,--,873.33,226.52,646.81,--,--,646.81,17.08,"4,193.18","1,100.00",37.87,37.87,37.87,37.87,--,--,--,--,--,--,--,--,AMARA RAJA BATT
Mar '20,"6,839.46",--,"6,839.46","4,219.07",175.89,52.17,--,385.18,300.74,--,--,--,--,--,908.59,797.82,55.05,852.87,12.19,840.68,--,840.68,179.86,660.82,--,--,660.82,17.08,"3,638.53","1,100.00",38.69,38.69,38.69,38.69,--,--,--,--,--,--,--,--,AMARA RAJA BATT
Mar '19,"6,793.11",--,"6,793.11","4,603.06",170.18,-129.14,--,345.23,261.20,--,--,--,--,--,852.03,690.55,46.77,737.32,6.95,730.37,--,730.37,246.88,483.49,--,--,483.49,17.08,"3,318.24",708.00,28.31,28.31,28.31,28.31,--,--,--,--,--,--,--,--,AMARA RAJA BATT
Mar '18,"6,059.15",--,"6,059.15","3,921.71",221.71,-27.17,--,308.99,230.34,--,--,--,--,--,750.68,652.89,66.37,719.26,5.06,714.20,--,714.20,242.88,471.32,--,--,471.32,17.08,"2,920.31",415.00,27.59,27.59,27.59,27.59,--,--,--,--,--,--,--,--,AMARA RAJA BATT
Mar '17,"5,317.15",--,"5,317.15","3,452.16",207.43,-171.10,--,277.75,191.17,--,--,--,--,--,701.00,658.74,49.24,707.98,5.77,702.21,--,702.21,223.72,478.49,--,--,478.49,17.08,"2,575.99",425.00,28.01,28.01,28.01,28.01,--,--,--,--,--,--,--,--,AMARA RAJA BATT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMARA RAJA BATT
Mar '21,"2,295.91",--,"2,295.91","1,985.95",--,-15.35,--,48.16,67.51,--,--,--,--,--,128.70,80.94,29.92,110.86,33.35,77.52,--,77.52,25.96,51.56,--,--,51.56,33.69,"1,492.28",--,15.77,15.77,15.77,15.77,--,--,--,--,--,--,--,--,AMBER ENTERPRIS
Mar '20,"3,002.74",--,"3,002.74","2,593.54",--,-28.63,--,51.77,61.07,--,--,--,--,--,172.55,152.44,5.87,158.30,29.39,128.91,--,128.91,10.97,117.94,--,--,117.94,31.45,"1,049.31",32.00,37.50,37.50,37.50,37.50,--,--,--,--,--,--,--,--,AMBER ENTERPRIS
Mar '19,"2,188.40",--,"2,188.40","1,852.97",--,-20.99,--,40.43,49.60,--,--,--,--,--,127.64,138.75,8.96,147.70,14.78,132.93,--,132.93,40.41,92.52,--,--,92.52,31.45,943.79,--,29.42,29.42,29.42,29.42,--,--,--,--,--,--,--,--,AMBER ENTERPRIS
Mar '18,"1,923.07",--,"1,923.07","1,590.90",--,19.33,--,41.83,43.16,--,--,--,--,--,99.80,128.06,7.69,135.74,46.57,89.17,--,89.17,27.19,61.99,--,--,61.99,31.45,851.53,--,19.71,19.71,19.71,19.71,--,--,--,--,--,--,--,--,AMBER ENTERPRIS
Mar '17,"1,554.48",--,"1,554.48","1,340.31",--,-28.69,--,38.07,35.97,--,--,--,--,--,80.77,88.05,7.21,95.26,54.00,41.26,--,41.26,11.16,30.09,--,--,30.09,23.81,295.50,21.10,13.81,13.81,13.81,13.81,--,--,--,--,--,--,--,--,AMBER ENTERPRIS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMBER ENTERPRIS
Dec '21,"13,964.95",--,"13,964.95","1,134.25",381.39,-356.13,"3,421.01",677.65,551.24,--,--,--,--,--,"5,499.30","2,656.24",285.64,"2,941.88",90.94,"2,850.94",-65.69,"2,785.25",704.71,"2,080.54",--,--,"2,080.54",397.13,"21,810.13",315.00,10.48,10.48,10.48,10.48,--,--,--,--,--,--,--,--,AMBUJA CEMENTS
Dec '20,"11,371.86",--,"11,371.86",874.88,197.31,114.08,"2,251.91",668.78,521.17,--,--,--,--,--,"4,618.30","2,125.43",372.00,"2,497.43",83.05,"2,414.38",--,"2,414.38",624.28,"1,790.10",--,--,"1,790.10",397.13,"19,918.73",900.00,9.02,9.01,9.02,9.01,--,--,--,--,--,--,--,--,AMBUJA CEMENTS
Dec '19,"11,667.88",--,"11,667.88",994.42,88.27,42.80,"2,586.42",672.63,543.83,--,--,--,--,--,"5,134.49","1,605.02",426.52,"2,031.54",83.52,"1,948.02",--,"1,948.02",419.48,"1,528.54",--,--,"1,528.54",397.13,"21,808.05",75.00,7.70,7.70,7.70,7.70,--,--,--,--,--,--,--,--,AMBUJA CEMENTS
Dec '18,"11,356.76",--,"11,356.76","1,013.08",5.96,-76.72,"2,548.99",679.57,548.09,--,--,--,--,--,"5,294.42","1,343.37",374.98,"1,718.35",82.33,"1,636.02",-129.95,"1,506.07",19.06,"1,487.01",--,--,"1,487.01",397.13,"20,615.40",75.00,7.49,7.49,7.49,7.49,--,--,--,--,--,--,--,--,AMBUJA CEMENTS
Dec '17,"10,446.85",--,"10,446.85",909.33,--,-62.83,"2,234.20",661.37,572.92,--,--,--,--,--,"4,764.64","1,367.22",359.09,"1,726.31",107.19,"1,619.12",--,"1,619.12",369.55,"1,249.57",--,--,"1,249.57",397.13,"19,576.08",180.00,6.29,6.29,6.29,6.29,--,--,--,--,--,--,--,--,AMBUJA CEMENTS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMBUJA CEMENTS
Mar '21,810.89,--,810.89,470.41,--,-130.71,--,32.44,51.65,--,--,--,--,--,245.56,141.54,26.43,167.97,68.54,99.42,--,99.42,29.50,69.92,--,--,69.92,99.92,"1,472.69",5.00,8.51,8.51,8.51,8.51,--,--,--,--,--,--,--,--,ANUPAM RASAYAN
Mar '20,528.88,--,528.88,295.64,0.62,-85.33,--,23.72,28.71,--,--,--,--,--,159.77,105.76,10.88,116.63,45.26,71.37,--,71.37,18.38,52.99,--,--,52.99,50.00,514.99,--,10.60,6.94,10.60,6.94,--,--,--,--,--,--,--,--,ANUPAM RASAYAN
Mar '19,501.50,0.95,502.45,230.95,--,39.46,--,20.86,22.51,--,--,--,--,--,116.76,71.90,18.14,90.05,24.31,65.74,--,65.74,15.51,50.23,--,--,50.23,50.00,431.85,--,10.05,10.05,10.05,10.05,--,--,--,--,--,--,--,--,ANUPAM RASAYAN
Mar '18,341.43,1.34,342.77,201.52,--,-48.49,--,19.12,17.56,--,--,--,--,--,97.26,55.81,6.42,62.23,14.56,47.66,--,47.66,9.02,38.65,--,--,38.65,50.00,381.59,--,7.73,7.73,7.73,7.73,--,--,--,--,--,--,--,--,ANUPAM RASAYAN
Mar '17,283.77,4.54,288.31,149.68,--,-26.26,--,14.67,15.38,--,--,--,--,--,79.89,54.96,10.91,65.87,21.12,44.74,--,44.74,9.95,34.79,--,--,34.79,50.00,193.78,--,6.96,6.96,6.96,6.96,--,--,--,--,--,--,--,--,ANUPAM RASAYAN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANUPAM RASAYAN
Mar '21,"5,815.93",192.03,"6,007.96","4,475.04",894.04,-20.24,--,76.12,68.18,--,--,--,--,--,299.03,215.79,44.11,259.90,54.89,205.01,--,205.01,51.23,153.78,--,--,153.78,24.98,"1,420.03",--,12.34,12.30,12.34,12.30,--,--,--,--,--,--,--,--,APL APOLLO
Mar '20,"5,704.40",226.41,"5,930.81","4,709.18",601.20,-73.60,--,92.63,68.91,--,--,--,--,--,363.79,168.70,27.23,195.93,82.14,113.79,--,113.79,-1.22,115.01,--,--,115.01,24.87,"1,241.23",--,46.96,46.55,46.96,46.55,--,--,--,--,--,--,--,--,APL APOLLO
